code,question,year,paper,topic1,subtopic1,topic2,subtopic2,topic3,subtopic3,graph?,word_prob?
0G8,"Two very long wires made of copper and of equal lengths are placed parallel to each other in such a way that they are $ 10$ cm apart.  If the total power dissipated in the two wires is $ 75$ W, find the force between them if the resistivity of the copper wire is $ 1.69	imes 10^{-8}\Omega m$ and of diameter $ 2$ mm.",2015,2,Electromagnetism,Magnetic Forces,.,.,.,.,0,0
0G9,"Explain the statement that, a sinusoidal current, of peak value $ 5$ A passed through an a.c. ammeter reads $ 5/\sqrt{2}$ A.  ",2015,2,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0GA,"Show that the average power transferred to an a.c. circuit is, in general, given by $ EIR/Z$ , where $ R$ is the resistance in the circuit defined to be the real part of complex impedance and $ Z$ is its impedance.",2015,2,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0GB,"A coil which has an inductance of $ 0.2$ H and negligible resistance is in series in a resistor, whose resistance is $ 60\Omega $ . The pair is connected across a $ 50$ V supply alternating at $ 100/\pi$ Hz.  Calculate the toal impedance of the circuit and its power factor.",2015,2,Current Electricity,Alternating Current (ac),.,.,.,.,0,0
0GC,Show that the de Broglie hypothesis of matter wave are in agreement with Bohr’s theory.,2015,2,Atomic Physics,Quantum Physics,.,.,.,.,0,1
0GD,A $ 10$ kg satellite circles the Earth once every $ 2$ hours in an orbit having a radius of $ 8000$ km.  Assuming Bohr’s angular momentum postulate applies to the satellite just as it does to an electron in the hydrogen atom, find the quantum number of the orbit of the satellite.,2015,2,Mechanics,Gravitation,Atomic Physics,Quantum Physics,.,.,0
0GE,"A muon is a particle which has the same change as an electron but its mass is $ 207$ times the mass of an electron.  An unusual atom similar to a hydrogen has been created consisting of a muon orbiting a single proton.  An energy level diagram for this atom is shown in the figure below.
### Insert image below ###
(i) Determine the ionization energy of this atom in joules.
(ii) Calculate the maximum possible wavelength of a proton which when absorbed will be able to ionize this atom.
(iii) Calculate the de-Broglie wavelength of muon traveling at $ 11\%$ of the speed of light.",2015,2,Atomic Physics,Quantum Physics,.,.,.,.,1,0
0GF,Why are the energy levels labelled with negative energies?,2015,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,1
0GG,"Ultraviolet light of wavelength $ 3600 \times 10^{-10}$ m is made to fall on a smooth surface of potassium. Determine:
(i) The maximum energy of emitted photoelectrons
(ii) The stopping potential.
(iii) The velocity of the most energetic photoelectrons given that work function for potassium is $ 2$ eV.",2015,2,Atomic Physics,Quantum Physics,.,.,.,.,0,0
0GH,Define activity and half-life.,2015,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0GI,Give any four uses of LASER lgith.,2015,2,Atomic Physics,LASER,.,.,.,.,0,1
0GJ,"The isotope ### Insert special characters ### with a half-life of $ 1.37 \times 10^{9}$ years decays to ### Insert special characters ###, which is stable.  Moon rocks from the sea of tranquility show that the ratio of these potassium atoms to argon atoms is $ 1/7$ .  Determine the age of the moon rock.",2015,2,Atomic Physics,Nuclear Physics,.,.,.,.,1,0
0GK,The half-life of radioactive substance is $ 1$ hour.  How long will it take for $ 60\%$ of the substance to decay?,2015,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0GL,"What is a nuclear reactor?
Briefly explain any three main components in a nuclear reactor.",2015,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0GM,"Sketch the binding energy curve.
State any two conclusions that can be drawn from the curve above.",2015,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0GN,"If the mass of deuterium nucleus is $ 2.015$ a.m.u, that of one isotope of helium is $ 3.017$ a.m.u. and that of neutron is $ 1.009$ a.m.u., calculate the energy released by the fusion of $ 1$ kg of deuterium. 
Suppose $ 50\%$ of this energy was used to produce $ 1$ MW of electricity, for how many days would be able to function.
",2015,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0GO,With the aid of a diagram describe a simple laboratory experiment to measure Young’s modulus of a wooden bar acting as a loaded cantilever from its period of vibration given that the depression s is given by $ S=(WL^{3})/(3IE)$ . ,2007,2,Properties of Matter,Elasticity,.,.,.,.,0,0
0GP,"Two small spheres each of mass $ 10g$ are attached to a light rod $ 50$ cm long. The system Is set into oscillation and the period of torsional oscillation is found to be $ 770$ seconds. To produce maximum torsion to the system two large spheres each of mass $ 10$ kg are placed near each suspended sphere, if the angular deflection of the suspended rod Is $ 3.96 \times 10^{-3}$ rad. and the distance between the centres of the large spheres and small spheres is $ 10$ cm, determine the value of the universal constant of gravitation, $ G$ , from the given information. ",2007,2,Mechanics,Gravitation,.,.,.,.,0,0
0GQ,Write the Continuity and Bernoullis’ equations as applied to fluid dynamics. ,2007,2,Fluid Dynamics,Streamline Flow and Continuity,Fluid Dynamics,Bernoulli's Principle,.,.,0,1
0GR,Under what conditions is the Bernoullis’ equation applicable?,2007,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,1
0GS,Discuss two $ (2)$ applications of the Bernoullis equation. ,2007,2,Fluid Dynamics,Bernoulli's Principle,.,.,.,.,0,0
0GT,"Develop an equation to determine the velocity of a fluid in a venture meter pipe.
What amount of fluid passes through a section at any given time? ",2007,2,Fluid Dynamics,Streamline Flow and Continuity,.,.,.,.,0,1
0GU,Differentiate between tensile and shear stress. ,2007,2,Properties of Matter,Elasticity,.,.,.,.,0,1
0GV,"A lift is designed to hold a maximum of $ 12$ people. The lift cage has a mass of $ 500$ kg and the distance from the top floor of the building to the ground floor is $ 50m$ .
(i) What minimum cross-sectional area should the cable have in order to support the lift and the people in it?
(ii) Why should the cable have to be thicker than the minimum cross-sectional area above in practice? 
(iii) How much will the lift cable above stretch if $ 10$ people get into the lift at the ground floor, assuming that the lift cable has a cross section of $ 1.36$ cm? 
Note: Mass of an average person $ =70$ kg . $ E_{steel}=2 \times 10^{11}N/m^{2}$ , Tensile strength of steel $ =4 \times 10^{11}N/m^{2}$ .",2007,2,Properties of Matter,Elasticity,.,.,.,.,0,0
0GW,"State and define Newton’$ s2$ "" law of motion with respect to angular motion. ",2007,2,Mechanics,Newton’s Laws of Motion,.,.,.,.,0,0
0GX,"A pendulum is constructed from two identical uniform rods $ X$ and $ Y$ , each of length $ L$ and mass $ m$ connected at right angles to form a $ T$ by joining the centre of rod $ X$ to one end of rod $ Y$ WA
### Insert Figure Here ###",2007,2,Mechanics,Simple Harmonic Motion,.,.,.,.,1,0
0GY,"The $ T$ is then suspended from the free end of rod $ Y$ and the pendulum swings in the plane of $ T$ about the axis Of rotation.
(i) Calculate the moment of inertia i of the $ T$ about the axis of rotation. 
(ii) Obtain the expression for the k.e. and p.e. in terms of the angle $ \theta $ of inclination to the vertical oscillation of the pendulum. 
(iii) Show that the period of oscillation is $ 2\pi\sqrt{17L/18g}$ . 
[ Moment of inertia of a thin rod about its centre $ I_{C}=mL^{2}/12$ . ] ",2007,2,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0GZ,"On the basis of Newton’s universal law of gravitation, derive Kepler’s third law of planetary motion. ",2007,2,Mechanics,Gravitation,.,.,.,.,0,1
0H0,"A planet has half the density of earth but twice its radius. What will be the speed of a satellite moving fast past the surface of the planet which has on no atmosphere?
[ Radius of earth $ R_{E}=6.4 \times 10^{3}$ km and gravitational potential energy $ g_{E}=9.81N/$kg ]",2007,2,Mechanics,Gravitation,.,.,.,.,0,0
0H1,Define an ideal gas.,2007,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,1
0H2,State the four $ (4)$ assumptions necessary for an ideal gas that are used to develop the expression $ p=$ ½ $ \rho C^{2}$ .,2007,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
0H3,How is pressure explained in terms of the kinetic theory? ,2007,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,1
0H4,Without a detailed mathematical analysis argue the steps to follow in deriving the relation $ p=$ ½ $ \rho C^{2}$ .,2007,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
0H5,Define the temperature of an ideal gas as a consequence of the kinetic theory.,2007,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,1
0H6,A certain diatomic gas is contained in a vessel whose inner surface is a small absorber which retains any atoms or molecules of gas which strike it.  Show that if doubling the absolute temperature causes one half of the molecules to dissociate into atoms then the rate at which the absorber is gaining mass increases by a factor $ 1+1/\sqrt{2}$ .,2007,2,Atomic Physics,Quantum Physics,.,.,.,.,0,0
0H7,"A mole of an ideal gas at $ 300K$ is subjected to a pressure of $ 10^{5}N/m^{2}$ and its volume is $ 2.5 \times 10^{-2}m^{3}$ .  Calculate the:
(i) molar gas constant $ R$
(ii) Boltzmann constant $ k$
(iii) average transnational kinetic energy of a molecule of the gas.",2007,2,Properties of Matter,Kinetic Theory of Gases,.,.,.,.,0,0
0H8,State the expression for the $ 1$ st law of thermodynamics.,2007,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0H9,"What do you understand by the terms:
(i) critical temperature? 
(ii) adiabatic change?",2007,2,Heat,First Law of Thermodynamics,.,.,.,.,0,1
0HA,"A air bubble is observed in a pipe of the braking system of a car. The pips is filled with an in-compressible liquid (see figure below). When the brakes are applied, the increased pressure $ p$ in the pipe causes the bubble to become smaller.
### Insert Figure Here ###
Before the brakes are applied the pressure is $ 110 \times 10^{2} Nm^{3}$ , the temperature is $ 290K$ and the length of the bubble is $ 15$ mm. When the brakes are applied quickly , the air bubble is compressed adiabatically and if the change in its length exceeds $ 12$ mm the brakes fail.
If the internal cross-sectional area of the pipe is $ 2 \times 10^{-5}m^{2}$ ;
(i) Explain briefly why the compression of the bubble is considered to be adiabatic. 
(ii) What is the maximum safe pressure in the system during rapid braking if the bubble’s change in length does not exceed $ 12$ mm? (Take $ \gamma  _{air}=1.4)$ 
(iii) Determine the temperature of the air in the bubble at the end of the adiabatic compression. ",2007,2,Heat,First Law of Thermodynamics,.,.,.,.,1,0
0HB,"Find the number of molecules and their mean kinetic energy for a cylinder of volume $ 5 \times 10^{-4}m^{3}$ containing oxygen at a pressure of $ 2 \times 10^{5}$ Pa and a temperature of $ 300K$ . 
When the gas is compressed adiabatically to a volume of $ 2 \times 10^{-4}m^{3}$ , the temperature rises to $ 434K$ . Determine $ \gamma $ , the ratio of the principal heat capacities.
[ Molar gas constant $ R=8.31J/mol/K$ ,$ N$ , $ =6 \times 10^{32}$ mol^{-1}$ ] ",2007,2,Heat,First Law of Thermodynamics,.,.,.,.,0,0
0HC,Describe briefly the formation of Newton rings. How would you measure the wavelength of yellow light by use of Newton’s rings? ,2007,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0HD,What would happen to the central spot when air rests between the lens and the plate of the apparatus for Newton’s rings? ,2007,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0HE,What is meant by Doppler effect? ,2007,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,1
0HF,Mention two $ (2)$ common applications of the Doppler shift. ,2007,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,0
0HG,"Ultra sound of frequency $ 5 \times 10^{6}$ Hz is incident at an angle of $ 30^{\circ}$ to the blood vessel of a patient and a doppler shift of $ 4.5$ KHz is observed. If the blood vessel has a diameter $ 10^{-3}m$ and the velocity of ultrasound is $ 1.5 \times 10^{3}$  $ m/s$ . Calculate the:
(i) blood flow velocity. 
(ii) volume rate of blood flow. ",2007,2,Vibrations and Waves,Doppler Effect,.,.,.,.,0,0
0HH,State Rayleigh’s criterion for the resolution of two objects. ,2007,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0HI,"The diameter of the pupil of the human eye is $ 2$ mm in bright light.
(i) What is its resolving power with light of wavelength lamda $ =5 \times 10^{-7}m$ ? 
(ii) Would it be possible to resolve two large birds $ 30$ cm apart sitting on a wire$ 1.5 \times 10^{3}m$ away at daytime? 
(iii) What would the situation be at night when the pupil dilates to $ 4$ mm? ",2007,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,0
0HJ,State Faraday’s two $ (2)$ laws of electrolysis and calculate the value of Faradays constant given that the e.c.e. of copper is $ 3.30 \times 10^{-7}$ kg$/C$ and the copper is a divalent element. ,2007,2,.,.,.,.,.,.,0,0
0HK,Discuss two $ (2)$ harmful effects of electrolysis. ,2007,2,.,.,.,.,.,.,0,0
0HL,What is meant by the back e.m.f. (polarization potential) in a water voltameter? ,2007,2,Vibrations and Waves,Physical Optics (interferance/diffraction/polarization),.,.,.,.,0,1
0HM,Develop an expression for electrical energy spent in the decomposition of water. ,2007,2,.,.,.,.,.,.,0,1
0HN,"A piece of metal weighing $ 200g$ is to be electroplated with $ 5\%$ of its weight in gold. If the strength of the available current is $ 2$ A, how long would it take to deposit the required amount of gold?",2007,2,Electromagnetism,Electromagnetic Induction,.,.,.,.,0,0
0HO,"State the main differences between.
(i) diamagnetism and paramagnetism. 
(ii) ferromagnetism and auntiferromagnetism. 
(iii) ferromagnetism and ferrielectricity. ",2007,2,Electromagnetism,Magnetic Properties of Materials,.,.,.,.,0,1
0HP,"Draw hysteresis loops diagrams for soft iron and hard steel and use them to discuss:
(i) permanent magnets.
(ii) electromagnets.
(iii) transformer cores. ",2007,2,Electromagnetism,Magnetic Properties of Materials,.,.,.,.,0,1
0HQ,State Faraday’s law of electromagnetic induction. ,2007,2,Electromagnetism,Electromagnetic Induction,.,.,.,.,0,1
0HR,"A coil of cross section area A rotates with an angular velocity $ \omega $ in a uniform. magnetic field, $ B$ . Derive the equation for induced e.m.f. of the system.",2007,2,Electromagnetism,Electromagnetic Induction,.,.,.,.,0,0
0HS,"A coil having $ 475$ turns and cross sectional area $ 20 cm^{2}$ , rotates at $ 600r.p.m$ . in a uniform magnetic field of $ 0.01$ T. Find:
(i) the peak e.m.f and the r.m.s. e.m.f induced in the coil. 
(ii) show these values on a graph of $ E$ vs time. ",2007,2,Electromagnetism,Magnetic Fields,.,.,.,.,0,0
0HT,Explain the terms output saturation and negative feedback as applied to op-amplifiers. ,2007,2,Electronics,Operational Amplifiers,.,.,.,.,0,1
0HU,"For an ideal operational amplifier, what are the values of the:
(i) current into both inputs of the op-amp? 
(ii) voltage between the inputs if the output is not saturated? ",2007,2,Electronics,Operational Amplifiers,.,.,.,.,0,1
0HV,What is a non-inverting amplifier? ,2007,2,Electronics,Operational Amplifiers,.,.,.,.,0,1
0HW,"Determine the input and output impedance of the amplifier in Figure below
if $ Z_{in}=2M\Omega $ and
$ Z_{out}=75\Omega $ and open loop gain A $ =2 \times 10^{5}$ .
### Insert Figure Here ###
Find the closed loop voltage gain. ",2007,2,Current Electricity,Alternating Current (ac),.,.,.,.,1,0
0HX,"The Figure below shows a logic circuit to operate a LED.
### Insert Figure Here ###
(i) What is the voltage at $ x$ when $ S_{1}$ is open and $ S_{1}$ closed
(ii) Construct a truth table for which $ X$ , $ Y$ and $ Z$ are inputs and $ P$ , $ R$ , and $ Q$ are outputs.  Show that the LED lights when the switches are closed.
(iii) What is the effect of varying $ R_{4}$ ? ",2007,2,Electronics,Logic Gates,.,.,.,.,1,0
0HY,It is not possible to separate the different isotopes of an element by chemical means.  Explain.,2007,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0HZ,Define a mass spectrometer. ,2007,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0I0,"Ion A of mass $ 24$ and charge $ +e$ and ion $ B$ of mass $ 22$ and charge $ +2e$ both enter the magnetic field of a mass spectrometer with the same speed. If the radius of A is $ 2.5 \times 10^{-1}m$ , calculate the radius of the circular path of $ B$ . ",2007,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0I1,"In a paper manufacturing plant, a paper passes between a $ $ \beta -$ source and the detector.
Refer to the Figure below.
### Insert Figure here ###
(i) How will the detector system respond to an increase in thickness of paper? 
(ii) What do you think, in your opinion, the control system will have to do in such an event?
(iii) Give a concise explanation of how the $ $ \beta -$ source and the detector are used for quality control in this manufacturing plant.",2007,2,Atomic Physics,Nuclear Physics,.,.,.,.,1,0
0I2,"If the ratio of mass of lead – $ 206$  to mass of uranium – $ 238$ in a certain rock was found to be $ 0.45$ and that the rock originally contained no lead – $ 206$ , estimate the age of the rock given that the half life of uranium – $ 238$ is $ 4.5 \times 10^{9}$ years.",2007,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,0
0I3,Explain breifly the action of a helium-neon laser.,2007,2,Atomic Physics,LASER,.,.,.,.,0,1
0I4,"Define the following terms:
(i) Atomic mass unit
(ii) Binding energy
(iii) Mass defect.",2007,2,Atomic Physics,Nuclear Physics,.,.,.,.,0,1
0I5,"Determine the binding energy per nucleon for
### Insert special characters for chemistry stuff ###",2007,2,Atomic Physics,Nuclear Physics,.,.,.,.,1,1
0I6,"In a hydrogen atom model an electron of mass $ m$ and charge $ e$ rotates about a heavy nucleus of charge $ e$ in a circular orbit of radius $ r$ . Develop an expression for the angular momentum of the electron in terms of $ m$ , $ e$ , $ r$ , $ \pi$ and $ \epsilon  _{0}-$ the permitting of free space.",2007,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,0
0I7,What is a line spectrum? ,2007,2,.,.,.,.,.,.,0,1
0I8,"The four lowest energy levels in a mercury atom are $ -10.4$ eV, $ -5.5$ eV, $ -3.7$ eV and $ -1.6$ eV.
(i) Determine the ionization energy of mercury in joules. 
(ii) Calculate the wavelength of the radiation emitted when an electron jumps from $ -1.6$ eV to $ -5.5$ eV energy levels. 
(iii) What will happen if a mercury atom in its excited state is bombarded with electrons having an energy of $ 11$ eV. 
",2007,2,Atomic Physics,Structure of the Atom,.,.,.,.,0,0
0I9,"What is meant by random errors?
(i) Briefly explain two causes of random errors in measurements. ",2015,1,Measurement,Errors,.,.,.,.,0,1
0IA,"The period $ T$ of oscillation of a body is said to be $ 1.5\pm 0.002$ s while its amplitude A is $ 0.3\pm 0.005$ m and the radius of gyration $ k$ is $ 0.28+0.004$ m. If the acceleration due
to gravity $ g$ was found to be related to $ T$ , $ A$ and $ k$ by the equation $ (gA)/(4\pi^{2})=( A^{2}+k^{2})/T^{2}$ , find the:
(i) Numerical value of $ g$ in four decimal places
(ii) Percentage error in $ g$ .",2015,1,Measurement,Errors,Mechanics,Rotation of Rigid Bodies,.,.,0,0
0IB,State the law of dimensional analysis.,2015,1,Measurement,Physical Quantities,.,.,.,.,0,1
0IC,"The largest mass, $ m$ of a stone that can be moved by the flowing river depends on the velocity of flow v, the density $ \rho $ of water, and the acceleration due to gravity $ g$ . Show that the mass, $ m$ varies to the sixth power of the velocity of flow.",2015,1,Measurement,Physical Quantities,.,.,.,.,0,0
0ID,Define the term trajectory.,2015,1,Mechanics,Projectile Motion,.,.,.,.,0,1
0IE,Briefly explain why the horizontal component of the initial] velocity of a projectile always remains constant.,2015,1,Mechanics,Projectile Motion,.,.,.,.,0,1
0IF,List down two limitations of projectile motion. ,2015,1,Mechanics,Projectile Motion,.,.,.,.,0,1
0IG,"A body projected from the ground at the angle of $ 60^{\circ}$ is required to pass just above the two vertical walls each of height $ 7$ m. If the velocity of projection is $ 100$ m$/$s, calculate the distance between the two walls. ",2015,1,Mechanics,Projectile Motion,.,.,.,.,0,0
0IH,"A fireman standing at a horizontal distance of $ 34$ m from the edge of the burning story building aimed to raise streams of water at an angle of $ 60^{\circ}$ into the first floor through an open window which is at $ 20$ m high from the ground level. If water strikes on this floor $ 2$ m away from the outer edge, 
(i)  Sketch a diagram of the trajectory.
(ii) What speed will the water leave the nozzle of the fire hose?",2015,1,Mechanics,Projectile Motion,.,.,.,.,0,0
0II,"Mention three effects of looping the loop.
Why there must be a force acting on a particle moving with uniform speed in a circular path? Write down an expression for its magnitude. ",2015,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,1
0IJ,"A driver negotiating a sharp bend usually tend to reduce the speed of the car.
(i)  What provides the centripetal force on the car?
(ii) Why is it necessary to reduce its speed?",2015,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,1
0IK,"A ball of mass $ 0.5$ kg is attached to the end of a cord whose length is $ 1.5$ m then whirled in horizontal circle. If the cord can withstand a maximum tension of $ 50$ N calculate the:
(i) Maximum speed the ball can have before the cord breaks. 
(ii) Tension in the cord if the ball speed is $ 5$ m$/$s",2015,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,0
0IL,"Briefly explain why the motion of a simple pendulum is not strictly simple harmonic? 
Why is the velocity and acceleration of a body executing simple harmonic motion (S.H.M.) out of phase? ",2015,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,1
0IM,"A body of mass $ 0.30$ kg executes simple harmonic motion with a period of $ 2.5$ s and amplitude of $ 4.0\times10^{-2}$ m. Determine the:
(i) Maximum velocity of the body. 
(ii) Maximum acceleration of the body. 
(iii) Energy associated with the motion.",2015,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
0IN,A particle of mass $ 0.25$ kg vibrates with a period of $ 2.0$ s. If its greatest displacement is $ 0.4$ m what is its maximum kinetic energy?,2015,1,Mechanics,Simple Harmonic Motion,.,.,.,.,0,0
0IO," Define moment of inertia of a body.
(i) Briefly explain why there is no unique value for the moment of inertia of a given body?",2015,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,1
0IP,"State the principle of conservation of angular momentum. 
A horizontal disc rotating freely about a vertical axis makes $ 45$ revolutions per minute. A small piece of putty of mass $ 2.0\times10^{-2}$ kg falls vertically onto the disc and sticks to it at a distance of $ 5.0\times10^{-2}$ m from the axis. If the number of revolutions per minute is thereby reduced to $ 36$ , calculate the moment of inertia of the disc. ",2015,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0IQ,Define the term tangential velocity.,2015,1,Mechanics,Uniform Circular Motion,.,.,.,.,0,1
0IR,Explain why the astronaut appears to be weightless when traveling in the space vehicle.,2015,1,Mechanics,Gravitation,.,.,.,.,0,1
0IS,"State Newton's law of gravitation. 
Use Newton’s law of gravitation to derive Kepler’s third law.",2015,1,Mechanics,Gravitation,.,.,.,.,0,1
0IT,Briefly explain why Newton’s equation of universal gravitation does not hold for bodies falling near the surface of the earth? ,2015,1,Mechanics,Gravitation,.,.,.,.,0,1
0IU,Show that the total energy of a satellite in a circular orbit equals half its potential energy.,2015,1,Mechanics,Gravitation,.,.,.,.,0,1
0IV,What would be the length of a day if the rate of rotation of the Earth were such that the acceleration due to gravity $ g=0$ at the equator?,2015,1,Mechanics,Rotation of Rigid Bodies,.,.,.,.,0,0
0IW,Calculate the height above the Earth’s surface for a satellite in a parking orbit.,2015,1,Mechanics,Gravitation,.,.,.,.,0,1
0IX,What is meant by a thermometric property?,2015,1,Heat,Thermometers,.,.,.,.,0,1
0IY,Mention three qualities that make a particular property suitable for use in a practical thermometer.,2015,1,Heat,Thermometers,.,.,.,.,0,1
0IZ,"Study the values in Table $ 1$ which represent the observations of a particular room temperature obtained by using two types of thermometers and then answer the questions that follow:
### Insert table here ###
(i) Calculate the value of unknown room temperature on the scales of resistance thermometer and constant volume gas thermometer. 
(ii) Why do the answers above differ sightly?",2015,1,Heat,Thermometers,.,.,.,.,1,0
0J0,Define coefficient of thermal conductivity.,2015,1,Heat,Thermal Conduction,.,.,.,.,0,1
0J1,Write down two characteristics of a perfectly lagged bar.,2015,1,Heat,Thermal Conduction,.,.,.,.,0,1
0J2,"A thin copper wall of a hot water tank having a total surface area of $ 5.0$ m$ ^{2}$ contains $ 0.8$ cm$ ^{3}$ of water at $ 350$ K and is lagged with a $ 50$ mm thick layer of a material of thermal conductivity $ 4.0\times10^{-2}$ W$/$mK. If the thickness of copper wall is neglected and the temperature of the outside surface is $ 290$ K,
(i) Calculate the electrical power supplied to an immersion heater.
(ii) If the heater were switched off, how long would it take for the temperature of hot water to fall by $ 1$ K?",2015,1,Heat,Thermal Conduction,.,.,.,.,0,0
0J3,"The element of an electric fire with an output of $ 1000$ W is a cylinder of $ 250$ mm long and $ 15$ mm in diameter. If it behaves as a black body, estimate its temperature.",2015,1,Heat,Thermal Radiation,.,.,.,.,0,0
0J4,"What is meant by the following terms:
(i)  Internal resistance of a cell. 
(ii)  Drift velocity. ",2015,1,.,.,.,.,.,.,0,1
0J5,"What is a potentiometer. 
Mention two advantages and two disadvantages of potentiometer.",2015,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0J6,"State Kirchhoff's laws of electric network.
Find the value of the current i in the circuit shown in Figure $ 1$ .
### Insert Figure below ###",2015,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,1,0
0J7,Distinguish between ohmic and non-ohmic conductor. Give one example in each,2015,1,Current Electricity,Electric Conduction in Metals,.,.,.,.,0,1
0J8,"Sketch the diagram showing the variation of current with potential difference across the following:
(i)  Filament electric bulb. 
(ii) Gas-filled diode. ",2015,1,Current Electricity,Electric Conduction in Gases,.,.,.,.,0,1
0J9,"A wire of diameter $ 0.1$ mm and resistivity $ 1.69\times10^{-8}\Omega$ m with temperature coefficient
of resistance of $ 4.3\times10^{-3}$ K$ ^{-1}$ was required to make a resistance,
(i)  What length of the wire is required to make a coil with a resistance of $ 0.5\Omega $ ?
(ii) If on passing a Current of $ 2$ A the temperature of the coil above rises  by $ 10^{\circ}$C, what error would arise in taking the potential drop as $ 1.0$ V ",2015,1,.,.,.,.,.,.,0,0
0JA,Mention four important properties of a semiconductor.,2015,1,Electronics,Semiconductors,.,.,.,.,0,1
0JB,"Applying the concept of doping, explain how a free electron and a positive charge can be created in a semiconductor crystal. ",2015,1,Electronics,Semiconductors,.,.,.,.,0,1
0JC,"Why a $ p-n$ junction diode when connected in a circuit and then reversed gives a very small leakage current across the junction? 
How is the size of the current stated in above dependent on the temperature of the diode?",2015,1,Electronics,Transistors,.,.,.,.,0,0
0JD,List three properties of operational amplifiers.,2015,1,Electronics,Operational Amplifiers,.,.,.,.,0,1
0JE,What is meant by the term negative feedback? Give four advantages of using it in an op-amp or any type of voltage amplifier.,2015,1,Electronics,Operational Amplifiers,.,.,.,.,0,1
0JF,Define closed loop gain. ,2015,1,Electronics,Transistors,.,.,.,.,0,1
0JG,"Derive an expression of the closed loop gain for an inverting op-amp voltage amplifier with an input resistor $ R$ , and a feedback resistor.",2015,1,Electronics,Operational Amplifiers,.,.,.,.,0,0
0JH,"Calculate the value of output potential $ V_{o}$ , in Figure $ 2$ if the input potential $ V_{i}$ , is $ +2.0$ V .
### Insert circuit below ###",2015,1,.,.,.,.,.,.,1,0
0JI,Give one advantage of frequency modulation (FM) as compared to amplitude modulation ( AMT).,2015,1,Electronics,Telecommunication,.,.,.,.,0,1
0JJ,Briefly explain the importance of bandwidth of an amplitude modulation (AM) signal.,2015,1,Electronics,Telecommunication,.,.,.,.,0,1
0JK,State the function of a modulator in radios.,2015,1,Electronics,Telecommunication,.,.,.,.,0,1
0JL,Sketch a block diagram to show the general plan of any communication system.,2015,1,Electronics,Telecommunication,.,.,.,.,0,1
0JM,"The amplitude modulated (AM) broadcast band ranges from $ 450$ to $ 1200$ kHz. If each station modulates with audio frequencies up to $ 5.5$ kHz, determine the
(i)  Bandwidth needed for each station.
(i)  Total bandwidth available. ",2015,1,Electronics,Telecommunication,.,.,.,.,0,0
0JN,What is the origin of earthquake?,2015,1,Environmental Physics,Earthquakes,.,.,.,.,0,1
0JO,List down three sources of earth's magnetism. ,2015,1,Electromagnetism,Magnetic Field of the Earth,.,.,.,.,0,1
0JP,"A large explosion at the earth's surface creates compressional (P) and shear (S) waves moving with a speed of $ 6.0$ km$/$s and $ 3.5$ km$/$s respectively. If both waves arrive at seismological station with $ 30$ s interval, calculate the distance measured between seismological station and the site of explosion. ",2015,1,Environmental Physics,.,.,.,.,.,0,0
0JQ,"Explain three techniques applicable for improving soil environment for the best plant growth.
",2015,1,Environmental Physics,Agricultural Physics,.,.,.,.,0,1
